"rental_id","film_id","film_title","language","category","rental_duration","rental_rate","replacement_cost","rating","actor_names","amount"
174,862,"Summer Scarface","English             ","Classics",5,"0.99","25.99","G","AlecWayne,AngelinaAstaire,CateHarris,DanHarris,DustinTautou,EwanGooding,MegHawke,RussellClose","0"
175,947,"Vision Torque","English             ","Foreign",5,"0.99","16.99","PG-13","AlGarland,ChristopherWest,MegHawke,MenaTemple,RussellTemple","0"
176,187,"Cranes Reservoir","English             ","Sports",5,"2.99","12.99","NC-17","AngelinaAstaire,CharlizeDench,JuliaZellweger,LauraBrody,ReeseKilmer,VivienBergen","0"
177,775,"Seattle Expecations","English             ","Drama",4,"4.99","18.99","PG-13","ElvisMarx,FayWood,GregoryGooding,KennethTorn,MillaPeck,ScarlettBening","0"
178,326,"Flying Hook","English             ","Animation",6,"2.99","18.99","NC-17","CateMcqueen,CubaOlivier,GretaKeitel,GretaMalden,JohnnyCage,KennethHoffman,NickDegeneres,WalterTorn","0"
179,563,"Massacre Usual","English             ","Games",6,"4.99","16.99","R","FayWinslet,GeneMckellen,SpencerDepp","0"
180,603,"Movie Shakespeare","English             ","Family",6,"4.99","27.99","PG","CameronStreep,CameronZellweger,FayKilmer,GinaDegeneres,HelenVoight,MorganWilliams,RiverDean,RussellBacall","0"
181,527,"Lola Agent","English             ","Horror",4,"4.99","24.99","PG","GeoffreyHeston,KimAllen,LucilleTracy,ScarlettDamon,TomMiranda,WoodyJolie","0"
182,961,"Wash Heavenly","English             ","Foreign",7,"4.99","22.99","R","MenaTemple,MorganMcdormand,SalmaNolte,SpencerPeck,SusanDavis","0"
183,631,"Novocaine Flight","English             ","Sports",4,"0.99","11.99","G","BenWillis,GregChaplin,KarlBerry,MichaelBolger,RussellTemple,WalterTorn","0"
184,429,"Honey Ties","English             ","Sports",3,"0.99","29.99","R","AlbertJohansson,AlbertNolte,JulianneDench,KirstenPaltrow,ZeroCage","0"
185,571,"Metal Armageddon","English             ","Documentary",6,"2.99","26.99","PG-13","AlanDreyfuss,AlbertJohansson,AngelaHudson,GinaDegeneres,JohnnyLollobrigida,KennethHoffman,MichaelBolger,UmaWood","0"
186,391,"Half Outfield","English             ","Family",6,"2.99","25.99","PG-13","AnneCronyn,DarylCrawford,DebbieAkroyd,GregChaplin,HarrisonBale,SeanGuiness","0"
187,872,"Sweet Brotherhood","English             ","Travel",3,"2.99","27.99","R","JonChase,MerylAllen,MillaKeitel,OlympiaPfeiffer,RiverDean,SpencerDepp","0"
188,734,"Road Roxanne","English             ","Documentary",4,"4.99","12.99","R","AlbertJohansson,ChrisBridges,CubaBirch,GaryPhoenix,HelenVoight,JuliaBarrymore,KirstenPaltrow,LaurenceBullock","0"
189,219,"Deep Crusade","English             ","Documentary",6,"4.99","20.99","PG-13","GeneHopkins,GregoryGooding,OlympiaPfeiffer,ReeseKilmer,ScarlettDamon,TimHackman,WarrenNolte","0"
190,863,"Sun Confessions","English             ","Sci-Fi",5,"0.99","9.99","R","CateHarris,DanTorn,JadaRyder,LucilleTracy,SylvesterDern","0"
191,951,"Voyage Legally","English             ","Classics",6,"0.99","28.99","PG-13","AngelaHudson,CarmenHunt,JayneNeeson,MaryTandy,MegHawke","0"
192,413,"Hedwig Alter","English             ","Comedy",7,"2.99","16.99","NC-17","DebbieAkroyd,GeneHopkins,JamesPitt,JayneNeeson","0"
193,851,"Straight Hours","English             ","Sports",3,"0.99","19.99","R","BurtTemple,DanHarris,HumphreyWillis","0"
194,295,"Expendable Stallion","English             ","Documentary",3,"0.99","14.99","PG","DustinTautou,FayWinslet,FrancesDay-Lewis,JayneNeeson","0"
195,112,"Calendar Gunfight","English             ","Foreign",4,"4.99","22.99","NC-17","BetteNicholson,CameronStreep,GaryPhoenix,GinaDegeneres,GretaKeitel,MillaPeck,TimHackman,WhoopiHurt","0"
196,43,"Atlantis Cause","English             ","Family",6,"2.99","15.99","G","AudreyOlivier,CateHarris,ChrisDepp,CubaBirch,FrancesTomei,GretaKeitel,HarveyHope,JulianneDench,WoodyHoffman","0"
197,915,"Truman Crazy","English             ","Action",7,"4.99","9.99","G","BurtDukakis,CarmenHunt,GeneHopkins,JessicaBailey,MaryTandy,SidneyCrowe","0"
198,388,"Gunfight Moon","English             ","Comedy",5,"0.99","16.99","NC-17","CarmenHunt,GinaDegeneres,KevinGarland,RussellClose","0"
199,462,"Insider Arizona","English             ","Music",5,"2.99","17.99","NC-17","AlecWayne,BurtTemple,CateMcqueen,DanHarris,DanTorn,FayWood,JuliaMcqueen,KirkJovovich,ThoraTemple","0"
200,856,"Streetcar Intentions","English             ","Horror",5,"4.99","11.99","R","ChristianAkroyd,EllenPresley,LaurenceBullock,MichelleMcconaughey,RussellBacall,SandraKilmer,VivienBergen","0"
201,169,"Comforts Rush","English             ","Travel",3,"2.99","19.99","NC-17","BelaWalken,HumphreyGarland,HumphreyWillis,MerylGibson,RussellTemple","0"
202,147,"Chocolat Harry","English             ","Family",5,"0.99","16.99","NC-17","JaneJackman,JoeSwank,KirkJovovich,ReeseWest,RipCrawford","0"
203,740,"Rollercoaster Bringing","English             ","Horror",5,"2.99","13.99","PG-13","CateHarris,HarrisonBale,JonChase","0"
204,401,"Harold French","English             ","Drama",6,"0.99","10.99","NC-17","EdMansfield,GeneMckellen,HarveyHope,JonChase,NatalieHopkins,PenelopeCronyn,TimHackman","0"
205,68,"Betrayed Rear","English             ","Children",5,"4.99","26.99","NC-17","AngelinaAstaire,ChristianAkroyd,MorganMcdormand,NickDegeneres","0"
206,374,"Graffiti Love","English             ","Sci-Fi",3,"0.99","29.99","PG","AudreyBailey,ChristianNeeson,GaryPenn,JohnnyCage,KennethPaltrow,SeanGuiness","0"
207,21,"American Circus","English             ","Action",3,"4.99","17.99","R","FrancesTomei,KevinBloom,RipCrawford,SidneyCrowe,WarrenJackman","0"
208,803,"Slacker Liaisons","English             ","Drama",7,"4.99","29.99","R","","0"
209,159,"Closer Bang","English             ","Comedy",5,"4.99","12.99","R","EdGuiness,GretaMalden,JodieDegeneres,JuliaFawcett,KirstenPaltrow,RussellTemple","0"
210,391,"Half Outfield","English             ","Family",6,"2.99","25.99","PG-13","AnneCronyn,DarylCrawford,DebbieAkroyd,GregChaplin,HarrisonBale,SeanGuiness","0"
211,872,"Sweet Brotherhood","English             ","Travel",3,"2.99","27.99","R","JonChase,MerylAllen,MillaKeitel,OlympiaPfeiffer,RiverDean,SpencerDepp","0"
212,167,"Coma Head","English             ","Travel",6,"4.99","10.99","NC-17","CameronWray,GeoffreyHeston,ReneeTracy","0"
213,329,"Forrest Sons","English             ","Action",4,"2.99","15.99","R","DarylWahlberg,EdChase,MaryKeitel,RipCrawford,WalterTorn","0"
214,319,"Fish Opus","English             ","Sci-Fi",4,"2.99","22.99","R","LaurenceBullock,ParkerGoldberg","0"
215,149,"Christmas Moonshine","English             ","Children",7,"0.99","21.99","NC-17","EmilyDee,PenelopeMonroe,ThoraTemple","0"
216,306,"Feathers Metal","English             ","Games",3,"0.99","12.99","PG-13","CharlizeDench,ChristianAkroyd,JayneNolte,KennethPaltrow,MillaPeck,NatalieHopkins,NickDegeneres,ScarlettBening,WoodyJolie","0"
217,961,"Wash Heavenly","English             ","Foreign",7,"4.99","22.99","R","MenaTemple,MorganMcdormand,SalmaNolte,SpencerPeck,SusanDavis","0"
218,496,"Kick Savannah","English             ","Travel",3,"0.99","10.99","PG-13","AlanDreyfuss,AngelaHudson,GretaMalden,JessicaBailey,LaurenceBullock,MichaelBening","0"
219,676,"Philadelphia Wife","English             ","Sports",7,"4.99","16.99","PG-13","MaryTandy,SeanGuiness","0"
220,279,"Elizabeth Shane","English             ","Sports",7,"4.99","11.99","NC-17","BenWillis,DanTorn,OprahKilmer","0"
221,783,"Shane Darkness","English             ","Travel",5,"2.99","22.99","PG","CubaOlivier,HenryBerry,ReneeTracy","0"
222,602,"Mourning Purple","English             ","Sci-Fi",5,"0.99","14.99","PG","AlbertNolte,ChristianAkroyd,DarylCrawford,EwanGooding,KennethPesci,MerylGibson,WillWilson","0"
223,686,"Pluto Oleander","English             ","New",5,"4.99","9.99","R","BenWillis,ChrisBridges,EdMansfield,HarrisonBale,KirstenAkroyd,KirstenPaltrow,SidneyCrowe","0"
224,933,"Vampire Whale","English             ","New",4,"4.99","11.99","NC-17","AlanDreyfuss,EdMansfield,JohnnyCage,MegHawke,RichardPenn","0"
225,141,"Chicago North","English             ","Games",6,"4.99","11.99","PG-13","BurtTemple,CubaAllen,JayneSilverstone,KevinGarland,LizaBergman,MaeHoffman,MerylGibson,RiverDean","0"
226,911,"Trip Newton","English             ","Action",7,"4.99","14.99","PG-13","KevinGarland,MatthewCarrey,PenelopeMonroe,WoodyJolie","0"
227,48,"Backlash Undefeated","English             ","Children",3,"4.99","24.99","PG-13","ChristianAkroyd,ChristopherBerry,DanStreep,JaneJackman,KevinGarland,SpencerPeck,SylvesterDern","0"
228,113,"California Birds","English             ","Sports",4,"4.99","19.99","NC-17","RussellClose,ScarlettBening","0"
229,251,"Dragonfly Strangers","English             ","New",6,"4.99","19.99","NC-17","AngelinaAstaire,ChristianGable,FayWinslet","0"
230,242,"Doom Dancing","English             ","Comedy",4,"0.99","13.99","R","CameronStreep,ChrisDepp,ChristianAkroyd,JessicaBailey,MaeHoffman,NickStallone,WarrenNolte,WoodyJolie","0"
231,878,"Teen Apollo","English             ","Travel",3,"4.99","25.99","G","CarmenHunt,GregChaplin,MillaPeck,NickStallone,RiverDean","0"
232,646,"Outbreak Divine","English             ","Games",6,"0.99","12.99","NC-17","AlecWayne,FayWood,JamesPitt,MaeHoffman,RayJohansson","0"
233,156,"Clerks Angels","English             ","Documentary",3,"4.99","15.99","G","AdamHopper,BelaWalken,PenelopeCronyn,SusanDavis","0"
234,292,"Excitement Eve","English             ","Action",3,"0.99","20.99","G","GinaDegeneres,GraceMostel,KennethPaltrow,MorganHopkins,PenelopePinkett,SandraPeck,SusanDavis,VivienBergen","0"
235,773,"Seabiscuit Punk","English             ","Sports",6,"2.99","28.99","NC-17","AdamGrant,RockDukakis,SeanWilliams","0"
236,280,"Empire Malkovich","English             ","Children",7,"0.99","26.99","G","CubaOlivier,DanTorn,EllenPresley,FredCostner,HelenVoight,RalphCruz,RayJohansson,RichardPenn,SidneyCrowe","0"
237,54,"Banger Pinocchio","English             ","Music",5,"0.99","15.99","R","AudreyBailey,DustinTautou,GeneWillis,JayneNeeson,JohnnyLollobrigida,LucilleTracy","0"
238,112,"Calendar Gunfight","English             ","Foreign",4,"4.99","22.99","NC-17","BetteNicholson,CameronStreep,GaryPhoenix,GinaDegeneres,GretaKeitel,MillaPeck,TimHackman,WhoopiHurt","0"
239,26,"Annie Identity","English             ","Sci-Fi",3,"0.99","15.99","G","AdamGrant,CateMcqueen,GretaKeitel","0"
240,749,"Rules Human","English             ","Horror",6,"4.99","19.99","R","CaryMcconaughey,DustinTautou,HarveyHope,KevinGarland,PenelopeGuiness","0"
241,970,"Westward Seabiscuit","English             ","Classics",7,"0.99","11.99","NC-17","CharlizeDench,KevinGarland,LucilleDee,PenelopeGuiness,PenelopePinkett,VivienBergen","0"
242,454,"Impact Aladdin","English             ","Music",6,"0.99","20.99","PG-13","GinaDegeneres,VivienBergen,WarrenJackman","0"
243,375,"Grail Frankenstein","English             ","Action",4,"2.99","17.99","NC-17","AlGarland,DarylWahlberg,GretaKeitel,JayneNeeson,JohnnyLollobrigida","0"
244,232,"Dirty Ace","English             ","Games",7,"2.99","29.99","NC-17","GeoffreyHeston,MerylAllen,RiverDean,ScarlettDamon,VivienBergen","0"
245,668,"Peak Forever","English             ","Sports",7,"4.99","25.99","PG","AngelaWitherspoon,AudreyOlivier,DebbieAkroyd,GregoryGooding,KennethPesci","0"
246,621,"Network Peak","English             ","Family",5,"2.99","23.99","PG-13","EllenPresley,KirkJovovich,NatalieHopkins","0"
247,892,"Titanic Boondock","English             ","Animation",3,"4.99","18.99","R","BetteNicholson,DanHarris,EwanGooding,GeoffreyHeston,JayneNolte,JulianneDench,MaryKeitel,MatthewCarrey,OlympiaPfeiffer,PenelopeCronyn,WarrenNolte,WillWilson","0"
248,416,"Highball Potter","English             ","Foreign",6,"0.99","10.99","R","ChristopherBerry,GretaKeitel,KarlBerry,MenaHopper,ReeseKilmer","0"
249,530,"Lord Arizona","English             ","Action",5,"2.99","27.99","PG-13","ChristianGable,GrouchoSinatra,JulianneDench,KirstenPaltrow,MorganWilliams,SidneyCrowe","0"
250,81,"Blindness Gun","English             ","Sci-Fi",6,"4.99","29.99","PG-13","AdamHopper,BurtDukakis,ChrisBridges","0"
251,948,"Voice Peach","English             ","New",6,"0.99","22.99","PG-13","AlGarland,HelenVoight,VivienBergen","0"
252,267,"Eagles Panky","English             ","New",4,"4.99","14.99","NC-17","ChrisDepp,FrancesDay-Lewis,FredCostner,JudeCruise,MaeHoffman,ScarlettDamon","0"
253,650,"Pacific Amistad","English             ","Documentary",3,"0.99","27.99","G","AngelinaAstaire,CateMcqueen,DustinTautou,EdGuiness,HumphreyGarland,JoeSwank,JohnnyLollobrigida,SusanDavis","0"
254,398,"Hanover Galaxy","English             ","Music",5,"4.99","21.99","NC-17","AngelaHudson,JayneNeeson,JenniferDavis,JuliaMcqueen,KennethHoffman,KirstenPaltrow,ScarlettDamon","0"
255,719,"Records Zorro","English             ","Sports",7,"4.99","11.99","PG","BenWillis,ChristopherWest,EwanGooding,JayneNeeson,MerylAllen,MorganHopkins,RitaReynolds,WilliamHackman","0"
256,702,"Pulp Beverly","English             ","Horror",4,"2.99","12.99","G","AngelaWitherspoon,DustinTautou,GretaKeitel,KirstenPaltrow,SusanDavis,WarrenNolte,WhoopiHurt","0"
257,563,"Massacre Usual","English             ","Games",6,"4.99","16.99","R","FayWinslet,GeneMckellen,SpencerDepp","0"
258,773,"Seabiscuit Punk","English             ","Sports",6,"2.99","28.99","NC-17","AdamGrant,RockDukakis,SeanWilliams","0"
259,6,"Agent Truman","English             ","Foreign",3,"2.99","17.99","PG","JayneNeeson,KennethHoffman,KirstenPaltrow,MorganWilliams,ReeseWest,SandraKilmer,WarrenNolte","0"
260,96,"Breaking Home","English             ","New",4,"2.99","21.99","PG-13","CarmenHunt,FrancesTomei,GraceMostel,HelenVoight,MorganWilliams,WoodyHoffman","0"
261,301,"Family Sweet","English             ","Horror",4,"0.99","24.99","R","BurtPosey,DarylWahlberg,DebbieAkroyd,FayWood,GrouchoSinatra,KennethHoffman,MatthewCarrey,PenelopePinkett,SandraPeck","0"
262,927,"Uprising Uptown","English             ","Action",6,"2.99","16.99","NC-17","AnneCronyn,BenHarris,GeneHopkins,HarveyHope,WillWilson","0"
263,256,"Drop Waterfront","English             ","Sports",6,"4.99","20.99","R","BetteNicholson,CameronStreep,EdMansfield,FrancesTomei,JessicaBailey,JudyDean,MegHawke,MenaTemple","0"
264,449,"Identity Lover","English             ","Sci-Fi",4,"2.99","12.99","PG-13","AlecWayne,LizaBergman,SandraKilmer,ScarlettBening","0"
265,492,"Jungle Closer","English             ","New",6,"0.99","11.99","NC-17","BurtPosey,CubaBirch,DanStreep,HumphreyGarland,LucilleTracy,MenaTemple","0"
266,727,"Resurrection Silverado","English             ","Family",6,"0.99","12.99","PG","KennethHoffman,KevinGarland,MaeHoffman,MenaTemple,RichardPenn","0"
267,268,"Early Home","English             ","Animation",6,"4.99","27.99","NC-17","BenWillis,DanTorn,MenaTemple,MorganWilliams,ScarlettDamon,WalterTorn","0"
268,374,"Graffiti Love","English             ","Sci-Fi",3,"0.99","29.99","PG","AudreyBailey,ChristianNeeson,GaryPenn,JohnnyCage,KennethPaltrow,SeanGuiness","0"
269,767,"Scalawag Duck","English             ","Music",6,"4.99","13.99","NC-17","ChrisDepp,ChristianNeeson,GrouchoSinatra,JudeCruise,ReeseKilmer","0"
270,46,"Autumn Crow","English             ","Games",3,"4.99","13.99","G","AngelaHudson,DustinTautou,JamesPitt","0"
271,521,"Lies Treatment","English             ","Drama",7,"4.99","28.99","NC-17","DanHarris,HelenVoight,JohnnyCage,JonChase,KennethTorn,WalterTorn,WarrenJackman","0"
272,216,"Day Unfaithful","English             ","New",3,"4.99","16.99","G","AngelaWitherspoon,GregChaplin,JuliaFawcett,KarlBerry,MinnieZellweger","0"
273,349,"Gangs Pride","English             ","Animation",4,"2.99","27.99","PG-13","ElvisMarx,FayWood,FrancesDay-Lewis,KennethHoffman","0"
274,142,"Chicken Hellfighters","English             ","Documentary",3,"0.99","24.99","PG","HenryBerry,KirstenPaltrow","0"
275,374,"Graffiti Love","English             ","Sci-Fi",3,"0.99","29.99","PG","AudreyBailey,ChristianNeeson,GaryPenn,JohnnyCage,KennethPaltrow,SeanGuiness","0"
276,271,"Easy Gladiator","English             ","Action",5,"4.99","12.99","G","EdMansfield,FredCostner,MatthewLeigh","0"
277,308,"Ferris Mother","English             ","Comedy",3,"2.99","13.99","PG","SissySobieski","0"
278,40,"Army Flintstones","English             ","Documentary",4,"0.99","22.99","R","CaryMcconaughey,EdChase,GeneWillis,MaeHoffman,MatthewCarrey,PenelopeCronyn,RussellClose","0"
279,143,"Chill Luck","English             ","Drama",6,"0.99","17.99","PG","BurtPosey,MaryTandy,MegHawke,WarrenJackman,WoodyJolie","0"
280,413,"Hedwig Alter","English             ","Comedy",7,"2.99","16.99","NC-17","DebbieAkroyd,GeneHopkins,JamesPitt,JayneNeeson","0"
281,269,"Earring Instinct","English             ","Family",3,"0.99","22.99","R","FredCostner,HarveyHope,LucilleTracy,MaeHoffman,RitaReynolds","0"
282,980,"Wizard Coldblooded","English             ","Music",4,"4.99","12.99","PG","AnneCronyn,ChristianGable,MenaTemple,ParkerGoldberg,PenelopeGuiness,RayJohansson,SusanDavis,TimHackman,WalterTorn","0"
283,772,"Sea Virgin","English             ","Drama",4,"2.99","24.99","PG","CateHarris,DustinTautou,EmilyDee,GaryPenn,GoldieBrody,HumphreyGarland,RussellBacall,WilliamHackman","0"
284,77,"Birds Perdition","English             ","New",5,"4.99","15.99","G","GaryPenn,SandraPeck,SylvesterDern,WhoopiHurt","0"
285,545,"Madness Attacks","English             ","Foreign",4,"0.99","14.99","PG-13","FrancesDay-Lewis,FrancesTomei,HumphreyWillis,KirstenAkroyd,MaryKeitel,ScarlettDamon,SusanDavis","0"
286,70,"Bikini Borrowers","English             ","Animation",7,"4.99","26.99","NC-17","BetteNicholson,PenelopeCronyn","0"
287,792,"Shrek License","English             ","Foreign",7,"2.99","15.99","PG-13","EmilyDee,FrancesDay-Lewis,RiverDean","0"
288,775,"Seattle Expecations","English             ","Drama",4,"4.99","18.99","PG-13","ElvisMarx,FayWood,GregoryGooding,KennethTorn,MillaPeck,ScarlettBening","0"
289,534,"Louisiana Harry","English             ","Family",5,"0.99","18.99","PG-13","GinaDegeneres,HenryBerry,JayneSilverstone","0"
290,609,"Muscle Bright","English             ","Travel",7,"2.99","23.99","G","GrouchoWilliams,JeffSilverstone,MatthewCarrey,MatthewLeigh,SeanWilliams","0"
291,109,"Butterfly Chocolat","English             ","New",3,"0.99","17.99","G","BurtTemple,EdGuiness,KimAllen,LisaMonroe,MaryKeitel,MenaTemple,NickStallone","0"
292,927,"Uprising Uptown","English             ","Action",6,"2.99","16.99","NC-17","AnneCronyn,BenHarris,GeneHopkins,HarveyHope,WillWilson","0"
